"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"10/06/2020","875","940","940","850","210,50K","-3,85%"
"09/06/2020","910","910","950","865","213,90K","2,82%"
"08/06/2020","885","830","900","810","724,90K","9,94%"
"05/06/2020","805","790","810","785","165,40K","2,55%"
"04/06/2020","785","810","825","765","570,20K","-1,88%"
"03/06/2020","800","865","865","800","1,33M","-6,43%"
"02/06/2020","855","765","895","765","468,20K","14,77%"
"29/05/2020","745","760","760","745","1,05M","0,00%"
"28/05/2020","745","760","760","740","520,00K","0,68%"
"27/05/2020","740","740","740","735","1,37M","0,00%"
"26/05/2020","740","740","750","740","80,10K","0,00%"
"20/05/2020","740","750","750","725","47,90K","0,68%"
"19/05/2020","735","750","750","720","261,40K","0,68%"
"18/05/2020","730","750","750","730","9,00K","0,00%"
"15/05/2020","730","745","745","715","41,70K","0,69%"
"14/05/2020","725","755","755","720","6,20K","-1,36%"
"13/05/2020","735","745","745","720","28,50K","2,08%"
"12/05/2020","720","770","770","720","623,80K","-3,36%"
"11/05/2020","745","775","775","735","3,62M","-1,32%"
"08/05/2020","755","730","755","705","1,70M","4,86%"
"06/05/2020","720","720","720","690","2,21M","2,86%"
"05/05/2020","700","720","720","695","726,10K","0,00%"
"04/05/2020","700","735","735","700","1,57M","-2,10%"
"30/04/2020","715","720","730","700","8,93M","0,70%"
"29/04/2020","710","670","730","670","3,84M","5,97%"
"28/04/2020","670","670","695","660","1,05M","0,00%"
"27/04/2020","670","670","700","670","1,03M","0,00%"
"24/04/2020","670","710","745","665","619,20K","-5,63%"
"23/04/2020","710","745","760","705","76,10K","-3,40%"
"22/04/2020","735","790","790","735","1,26M","-6,37%"
"21/04/2020","785","870","870","785","475,10K","-6,55%"
"20/04/2020","840","850","855","840","11,00K","1,82%"
"17/04/2020","825","800","880","800","114,40K","3,13%"
"16/04/2020","800","870","870","785","137,70K","-4,76%"
"15/04/2020","840","900","900","840","177,10K","-6,67%"
"14/04/2020","900","900","930","870","127,60K","0,00%"
"13/04/2020","900","905","905","845","62,00K","-0,55%"
"09/04/2020","905","940","940","885","4,60K","-2,69%"
"08/04/2020","930","1.000","1.000","930","115,40K","-7,00%"
"07/04/2020","1.000","1.045","1.045","955","20,00K","5,82%"
"06/04/2020","945","955","995","920","47,40K","5,00%"
"03/04/2020","900","800","930","800","5,70K","14,65%"
"02/04/2020","785","745","790","745","3,80K","3,29%"
"01/04/2020","760","790","800","760","1,70K","2,70%"
"31/03/2020","740","705","825","705","27,60K","-0,67%"
"30/03/2020","745","750","750","745","62,80K","-6,88%"
"27/03/2020","800","800","800","750","258,30K","0,00%"
"26/03/2020","800","715","800","715","70,90K","19,40%"
"24/03/2020","670","670","780","650","22,70K","0,00%"
"23/03/2020","670","720","720","670","63,00K","-6,94%"
"20/03/2020","720","625","720","625","26,70K","12,50%"
"19/03/2020","640","645","680","640","163,20K","-6,57%"
"18/03/2020","685","735","735","685","420,60K","-6,80%"
"17/03/2020","735","785","785","735","173,50K","-6,37%"
"16/03/2020","785","850","850","785","118,30K","-6,55%"
"13/03/2020","840","870","890","830","57,50K","-5,62%"
"12/03/2020","890","940","940","890","170,50K","-7,29%"
"11/03/2020","960","1.100","1.100","955","130,80K","-2,04%"
"10/03/2020","980","965","995","965","77,40K","2,62%"
"09/03/2020","955","1.090","1.105","925","63,00K","-12,39%"
"06/03/2020","1.090","980","1.095","955","158,00K","9,00%"
"05/03/2020","1.000","1.060","1.180","1.000","5,00K","0,00%"
"04/03/2020","1.000","960","1.030","955","446,60K","2,56%"
"03/03/2020","975","925","1.100","925","12,20K","2,63%"
"02/03/2020","950","960","1.000","905","287,50K","-5,00%"
"28/02/2020","1.000","1.010","1.045","980","152,50K","-1,96%"
"27/02/2020","1.020","1.110","1.110","1.015","100,70K","-10,92%"
"26/02/2020","1.145","1.100","1.185","950","3,20K","4,09%"
"25/02/2020","1.100","1.150","1.155","1.100","124,60K","-4,76%"
"24/02/2020","1.155","1.185","1.200","1.150","103,00K","-0,43%"
"21/02/2020","1.160","1.170","1.295","1.150","212,30K","-3,73%"
"20/02/2020","1.205","1.195","1.250","1.195","194,50K","-2,03%"
"19/02/2020","1.230","1.210","1.250","1.210","17,70K","-1,20%"
"18/02/2020","1.245","1.220","1.260","1.215","528,50K","-0,80%"
"17/02/2020","1.255","1.280","1.290","1.215","49,40K","-4,20%"
"14/02/2020","1.310","1.325","1.325","1.280","4,40K","2,34%"
"13/02/2020","1.280","1.280","1.325","1.280","0,30K","0,00%"
"11/02/2020","1.280","1.280","1.280","1.280","0,50K","0,00%"
"10/02/2020","1.280","1.290","1.350","1.280","14,20K","-1,54%"
"07/02/2020","1.300","1.300","1.300","1.300","1,40K","0,00%"
"06/02/2020","1.300","1.300","1.300","1.250","19,60K","-0,76%"
"05/02/2020","1.310","1.295","1.375","1.295","128,60K","1,16%"
"04/02/2020","1.295","1.260","1.295","1.260","4,50K","5,28%"
"03/02/2020","1.230","1.230","1.250","1.230","4,30K","-0,81%"
"31/01/2020","1.240","1.200","1.270","1.200","2,30K","0,40%"
"30/01/2020","1.235","1.350","1.350","1.185","107,90K","-6,79%"
"29/01/2020","1.325","1.380","1.380","1.320","4,80K","0,38%"
"28/01/2020","1.320","1.320","1.320","1.300","92,10K","0,00%"
"27/01/2020","1.320","1.380","1.380","1.310","39,40K","-1,49%"
"24/01/2020","1.340","1.350","1.350","1.320","14,30K","-3,25%"
"23/01/2020","1.385","1.340","1.385","1.340","1,30K","4,92%"
"22/01/2020","1.320","1.360","1.390","1.320","341,80K","-2,58%"
"21/01/2020","1.355","1.360","1.360","1.350","55,30K","-0,37%"
"20/01/2020","1.360","1.310","1.395","1.310","121,40K","0,74%"
